T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação
T;Cod. Instituição;Cód. Planilha;Código;Descrição;;
T;1;1394;;;;
T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação \ Ensino Fundamental
T;Cod. Instituição;Cód. Planilha;Código;Descrição;;
T;1;1535;;;;
T;Dados Gerais \ Administração Consolidada \ Despesas com Manutenção e Desenvolvimento do Ensino \ Despesas Custeadas c/ Recursos Vinculados \ Transferências de Municípios referentes a Convênios ou de Contratos de Repasse vinculados à Educação \ Ensino Fundamental \ 122 - Administração Geral
T;Cod. Instituição;Cód. Planilha;Código;Descrição;Dotação Atualizada 2021;Desp. Empenhadas 2021;Desp. Liquidadas 2021;Desp. Pagas 2021;RP Processados 2021;RP Não Processados 2021
V;1;1604;3.3.96.49.00;Auxílio-Transporte;;;;;;
V;1;1604;3.3.96.67.00;Depósitos Compulsórios;;;;;;
V;1;1604;3.3.96.91.00;Sentenças Judiciais;;;;;;
V;1;1604;3.3.96.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;3.3.96.93.00;Indenizações e Restituições;;;;;;
V;1;1604;3.3.96.96.00;Ressarcimento de Despesas de Pessoal Requisitado;;;;;;
V;1;1604;3.3.96.99.00;Elemento Genérico;;;;;;
V;1;1604;3.3.99.00.00;Modalidade Genérica;;;;;;
V;1;1604;4.0.00.00.00;Despesas de Capital;;;;;;
V;1;1604;4.4.00.00.00;Investimentos;;;;;;
V;1;1604;4.4.20.00.00;Transferências à União;;;;;;
V;1;1604;4.4.20.41.00;Contribuições;;;;;;
V;1;1604;4.4.20.42.00;Auxílios;;;;;;
V;1;1604;4.4.20.99.00;A Classificar;;;;;;
V;1;1604;4.4.22.00.00;Execução Orçamentária Delegada à União;;;;;;
V;1;1604;4.4.22.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.22.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.22.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.22.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.4.22.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.30.00.00;Transferências a Estados e ao Distrito Federal;;;;;;
V;1;1604;4.4.30.41.00;Contribuições;;;;;;
V;1;1604;4.4.30.42.00;Auxílios;;;;;;
V;1;1604;4.4.30.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.31.00.00;Transferências a Estados e ao Distrito Federal - Fundo a Fundo;;;;;;
V;1;1604;4.4.31.41.00;Contribuições;;;;;;
V;1;1604;4.4.31.42.00;Auxílios;;;;;;
V;1;1604;4.4.31.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.31.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.32.00.00;Execução Orçamentária Delegada a Estados e ao Distrito Federal;;;;;;
V;1;1604;4.4.32.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1604;4.4.32.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.32.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.32.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.32.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.4.32.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.35.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.35.41.00;Contribuições;;;;;;
V;1;1604;4.4.35.42.00;Auxílios;;;;;;
V;1;1604;4.4.35.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.35.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.36.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.36.41.00;Contribuições;;;;;;
V;1;1604;4.4.36.42.00;Auxílios;;;;;;
V;1;1604;4.4.36.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.36.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.40.00.00;Transferências a Municípios;;;;;;
V;1;1604;4.4.40.41.00;Contribuições;;;;;;
V;1;1604;4.4.40.42.00;Auxílios;;;;;;
V;1;1604;4.4.40.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.40.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.41.00.00;Transferências a Municípios - Fundo a Fundo;;;;;;
V;1;1604;4.4.41.41.00;Contribuições;;;;;;
V;1;1604;4.4.41.42.00;Auxílios;;;;;;
V;1;1604;4.4.41.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.41.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.42.00.00;Execução Orçamentária Delegada a Municípios;;;;;;
V;1;1604;4.4.42.14.00;Diárias -  Civil;;;;;;
V;1;1604;4.4.42.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.42.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.42.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.42.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.45.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.45.41.00;Contribuições;;;;;;
V;1;1604;4.4.45.42.00;Auxílios;;;;;;
V;1;1604;4.4.45.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.45.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.46.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.46.41.00;Contribuições;;;;;;
V;1;1604;4.4.46.42.00;Auxílios;;;;;;
V;1;1604;4.4.46.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.46.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.50.00.00;Transferências a Instituições Privadas Sem Fins Lucrativos;;;;;;
V;1;1604;4.4.50.14.00;Diárias - Civil;;;;;;
V;1;1604;4.4.50.30.00;Material de Consumo;;;;;;
V;1;1604;4.4.50.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1604;4.4.50.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1604;4.4.50.41.00;Contribuições;;;;;;
V;1;1604;4.4.50.42.00;Auxílios;;;;;;
V;1;1604;4.4.50.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1604;4.4.50.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.50.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.50.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.60.00.00;Transferências a Instituições Privadas Com Fins Lucrativos;;;;;;
V;1;1604;4.4.67.00.00;Execução de Contrato de Parceria Público - Privada;;;;;;
V;1;1604;4.4.67.82.00;Aporte de Recursos Pelo Parceiro Público Em Favor do Parceiro Privado Decorrente de Contrato de Parceria Público-Privada - Ppp;;;;;;
V;1;1604;4.4.67.83.00;Despesas Decorrentes de Contrato de Ppp, Exceto Subvenções Econômicas, Aporte e Fundo Garantidor;;;;;;
V;1;1604;4.4.70.00.00;Transferências a Instituições Multigovernamentais;;;;;;
V;1;1604;4.4.70.41.00;Contribuições;;;;;;
V;1;1604;4.4.70.42.00;Auxílios;;;;;;
V;1;1604;4.4.70.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.71.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio;;;;;;
V;1;1604;4.4.72.00.00;Execução Orçamentária Delegada a Consórcios Públicos;;;;;;
V;1;1604;4.4.72.51.00;Obras e Instalacoes;;;;;;
V;1;1604;4.4.72.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.73.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.74.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.75.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.75.41.00;Contribuições;;;;;;
V;1;1604;4.4.75.42.00;Auxílios;;;;;;
V;1;1604;4.4.75.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.76.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.76.41.00;Contribuições;;;;;;
V;1;1604;4.4.76.42.00;Auxílios;;;;;;
V;1;1604;4.4.76.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.80.00.00;Transferências ao Exterior;;;;;;
V;1;1604;4.4.80.41.00;Contribuições;;;;;;
V;1;1604;4.4.80.42.00;Auxílios;;;;;;
V;1;1604;4.4.80.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.80.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.80.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.90.00.00;Aplicações Diretas;;;;;;
V;1;1604;4.4.90.04.00;Contratação Por Tempo Determinado;;;;;;
V;1;1604;4.4.90.14.00;Diárias - Civil;;;;;;
V;1;1604;4.4.90.15.00;Diárias - Militar;;;;;;
V;1;1604;4.4.90.17.00;Outras Despesas Variáveis - Pessoal Militar;;;;;;
V;1;1604;4.4.90.18.00;Auxílio Financeiro a Estudantes;;;;;;
V;1;1604;4.4.90.20.00;Auxílio Financeiro a Pesquisadores;;;;;;
V;1;1604;4.4.90.30.00;Material de Consumo;;;;;;
V;1;1604;4.4.90.30.09;Material Famacológico;;;;;;
V;1;1604;4.4.90.30.10;Material Odontológico;;;;;;
V;1;1604;4.4.90.30.35;Material Laboratorial;;;;;;
V;1;1604;4.4.90.30.36;Material Hospitalar;;;;;;
V;1;1604;4.4.90.30.99;Outros Materiais de Consumo;;;;;;
V;1;1604;4.4.90.33.00;Passagens e Despesas Com Locomoção;;;;;;
V;1;1604;4.4.90.35.00;Serviços de Consultoria;;;;;;
V;1;1604;4.4.90.36.00;Outros Serviços de Terceiros - Pessoa Física;;;;;;
V;1;1604;4.4.90.37.00;Locação de Mão-De-Obra;;;;;;
V;1;1604;4.4.90.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1604;4.4.90.40.00;Serviços de Tecnologia da Informação e Comunicação - Pj;;;;;;
V;1;1604;4.4.90.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1604;4.4.90.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.90.51.80;Estudos e Projetos;;;;;;
V;1;1604;4.4.90.51.91;Obras Em Andamento;;;;;;
V;1;1604;4.4.90.51.99;Outras Obras e Instalacoes;;;;;;
V;1;1604;4.4.90.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.90.52.08;Apar.Equip.Utens.Med.,Odont,Labor.Hospit.;;;;;;
V;1;1604;4.4.90.52.42;Mobiliário Em Geral;;;;;;
V;1;1604;4.4.90.52.48;Veículos Diversos;;;;;;
V;1;1604;4.4.90.52.52;Veículos de Tração Mecânica;;;;;;
V;1;1604;4.4.90.52.99;Outros Materiais Permanentes;;;;;;
V;1;1604;4.4.90.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.4.90.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.4.90.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.90.92.14;Diarias - Civil;;;;;;
V;1;1604;4.4.90.92.15;Diarias - Militar;;;;;;
V;1;1604;4.4.90.92.30;Material de Consumo;;;;;;
V;1;1604;4.4.90.92.35;Servicos de Consultoria;;;;;;
V;1;1604;4.4.90.92.36;Outros Servicos de Terceiros - Pessoa Fisica;;;;;;
V;1;1604;4.4.90.92.37;Locacao de Mao-De-Obra;;;;;;
V;1;1604;4.4.90.92.39;Outros Servicos de Terceiros - Pj;;;;;;
V;1;1604;4.4.90.92.51;Obras e Instalacoes;;;;;;
V;1;1604;4.4.90.92.52;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.90.92.93;Indenizacoes e Restituicoes;;;;;;
V;1;1604;4.4.90.92.99;Outras Despesas de Exercicios Anteriores;;;;;;
V;1;1604;4.4.90.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.4.90.95.00;Indenização Pela Execução de Trabalhos de Campo;;;;;;
V;1;1604;4.4.90.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.91.00.00;Aplicação Direta Decorrente de Operação Entre Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social;;;;;;
V;1;1604;4.4.91.39.00;Outros Serviços de Terceiros - Pessoa Jurídica;;;;;;
V;1;1604;4.4.91.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1604;4.4.91.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.91.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.91.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.4.91.99.00;Elementos Genéricos;;;;;;
V;1;1604;4.4.92.00.00;Aplicação Direta de Recursos  Recebidos de Outros Entes;;;;;;
V;1;1604;4.4.93.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Participe;;;;;;
V;1;1604;4.4.93.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.93.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.93.99.00;Elementos Genéricos;;;;;;
V;1;1604;4.4.94.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Não Participe;;;;;;
V;1;1604;4.4.94.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.94.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.94.99.00;Elementos Genéricos;;;;;;
V;1;1604;4.4.95.00.00;Aplicação Direta à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.95.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.95.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.95.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.4.95.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.4.95.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.95.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.4.95.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.96.00.00;Aplicação Direta à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.4.96.51.00;Obras e Instalações;;;;;;
V;1;1604;4.4.96.52.00;Equipamentos e Material Permanente;;;;;;
V;1;1604;4.4.96.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.4.96.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.4.96.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.4.96.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.4.96.99.00;Elemento Genérico;;;;;;
V;1;1604;4.4.99.00.00;Modalidade Genérica;;;;;;
V;1;1604;4.5.00.00.00;Inversões Financeiras;;;;;;
V;1;1604;4.5.20.00.00;Transferências à União;;;;;;
V;1;1604;4.5.22.00.00;Execução Orçamentária Delegada à União;;;;;;
V;1;1604;4.5.30.00.00;Transferências a Estados e ao Distrito Federal;;;;;;
V;1;1604;4.5.30.41.00;Contribuições;;;;;;
V;1;1604;4.5.30.42.00;Auxílios;;;;;;
V;1;1604;4.5.30.99.00;A Classificar;;;;;;
V;1;1604;4.5.31.00.00;Transfer. a Estados e Df - Fundo a Fundo;;;;;;
V;1;1604;4.5.31.41.00;Contribuicoes;;;;;;
V;1;1604;4.5.31.42.00;Auxilios - Fundo a Fundo;;;;;;
V;1;1604;4.5.31.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.32.00.00;Execução Orçamentária Delegada a Estados e ao Distrito Federal;;;;;;
V;1;1604;4.5.32.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.5.32.64.00;Aquisição de Títulos Representativos de Capital Já Integralizado;;;;;;
V;1;1604;4.5.32.65.00;Constituição Ou Aumento de Capital de Empresas;;;;;;
V;1;1604;4.5.32.66.00;Concessão de Empréstimos e Financiamentos;;;;;;
V;1;1604;4.5.32.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.35.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012  - Restos a Pagar Cancelados;;;;;;
V;1;1604;4.5.40.00.00;Transferências a Municípios;;;;;;
V;1;1604;4.5.40.41.00;Contribuições;;;;;;
V;1;1604;4.5.40.42.00;Auxílios;;;;;;
V;1;1604;4.5.40.99.00;A Classificar;;;;;;
V;1;1604;4.5.41.00.00;Transferências a Municípios - Fundo a Fundo;;;;;;
V;1;1604;4.5.42.00.00;Execução Orçamentária Delegada a Municípios;;;;;;
V;1;1604;4.5.42.64.00;Aquisição de Títulos Representativos de Capital Já Integralizado;;;;;;
V;1;1604;4.5.42.66.00;Concessão de Empréstimos e Financiamentos;;;;;;
V;1;1604;4.5.42.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.45.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012 - Restos a Pagar Cancelados;;;;;;
V;1;1604;4.5.46.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012  - Diferença do Mínimo Não Aplicado Em Exercícios Anteriores;;;;;;
V;1;1604;4.5.50.00.00;Transferências a Instituições Privadas Sem Fins Lucrativos;;;;;;
V;1;1604;4.5.50.42.00;Auxílios;;;;;;
V;1;1604;4.5.50.66.00;Concessão de Empréstimos e Financiamentos;;;;;;
V;1;1604;4.5.50.99.00;A Classificar;;;;;;
V;1;1604;4.5.60.00.00;Transferências a Instituições Privadas Com Fins Lucrativos;;;;;;
V;1;1604;4.5.67.00.00;Execução de Contrato de Parceria Público - Privada;;;;;;
V;1;1604;4.5.67.82.00;Aporte de Recursos Pelo Parceiro Público Em Favor do Parceiro Privado Decorrente de Contrato de Parceria Público-Privada - Ppp;;;;;;
V;1;1604;4.5.67.83.00;Despesas Decorrentes de Contrato de Ppp, Exceto Subvenções Econômicas, Aporte e Fundo Garantidor;;;;;;
V;1;1604;4.5.70.00.00;Transf. a Instituicoes Multigovernamentais;;;;;;
V;1;1604;4.5.70.41.00;Contribuicoes;;;;;;
V;1;1604;4.5.70.42.00;Auxilios;;;;;;
V;1;1604;4.5.70.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.71.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio;;;;;;
V;1;1604;4.5.72.00.00;Execução Orçamentária Delegada a Consórcios Públicos;;;;;;
V;1;1604;4.5.73.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.5.74.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.5.75.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Tratam Os §§ 1o e 2o do Art. 24 da Lei Complementar No 141, de 2012;;;;;;
V;1;1604;4.5.76.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar No 141, de 2012;;;;;;
V;1;1604;4.5.80.00.00;Transferências ao Exterior;;;;;;
V;1;1604;4.5.90.00.00;Aplicações Diretas;;;;;;
V;1;1604;4.5.90.27.00;Encargos Pela Honra de Avais, Garantias, Seguros e Similares;;;;;;
V;1;1604;4.5.90.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.5.90.62.00;Aquisição de Produtos Para Revenda;;;;;;
V;1;1604;4.5.90.63.00;Aquisição de Títulos de Crédito;;;;;;
V;1;1604;4.5.90.64.00;Aquisição de Títulos Representativos de Capital Já Integralizado;;;;;;
V;1;1604;4.5.90.65.00;Constituição Ou Aumento de Capital de Empresas;;;;;;
V;1;1604;4.5.90.66.00;Concessão de Empréstimos e Financiamentos;;;;;;
V;1;1604;4.5.90.67.00;Depósitos Compulsórios;;;;;;
V;1;1604;4.5.90.84.00;Participacao Em Fundos, Organismos Ou Entidades Asseme-Lhadas, Nacionais e Internacionais.;;;;;;
V;1;1604;4.5.90.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.5.90.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.5.90.92.61;Aquisicao de Imoveis;;;;;;
V;1;1604;4.5.90.92.62;Aquisicao de Produtos Para Revenda;;;;;;
V;1;1604;4.5.90.92.63;Aquisicao de Titulos de Credito;;;;;;
V;1;1604;4.5.90.92.64;Aquis.De Titulos Rep.De Cap.Ja Integralizado;;;;;;
V;1;1604;4.5.90.92.65;Constit. Ou Aum.De Capital de Empresas;;;;;;
V;1;1604;4.5.90.92.66;Concessao de Emprestimos e Financiamentos;;;;;;
V;1;1604;4.5.90.92.67;Depositos Compulsorios;;;;;;
V;1;1604;4.5.90.92.91;Sentencas Judiciais;;;;;;
V;1;1604;4.5.90.92.99;Outras Despesas de Exercicios Anteriores;;;;;;
V;1;1604;4.5.90.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.5.90.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.91.00.00;Aplicação Direta Decorrente de Operação Entre Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social;;;;;;
V;1;1604;4.5.91.47.00;Obrigações Tributárias e Contributivas;;;;;;
V;1;1604;4.5.91.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.5.91.62.00;Aquisição de Produtos Para Revenda;;;;;;
V;1;1604;4.5.91.65.00;Constit. Ou Aumento de Capital de Empresas;;;;;;
V;1;1604;4.5.91.66.00;Concessão de Empréstimos e Financiamentos;;;;;;
V;1;1604;4.5.91.84.00;Despesas Decorrentes da Participação Em Fundos, Organismos, Ou Entidades  Assemelhadas, Nacionais e Internacionais;;;;;;
V;1;1604;4.5.91.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.5.91.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.5.91.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.93.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Participe;;;;;;
V;1;1604;4.5.94.00.00;Aplicação Direta Decorrente de Operação de Órgãos, Fundos e Entidades Integrantes Dos Orçamentos Fiscal e da Seguridade Social Com Consórcio Público do Qual O Ente Não Participe;;;;;;
V;1;1604;4.5.95.00.00;Aplicação Direta à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012.;;;;;;
V;1;1604;4.5.95.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.5.95.67.00;Depósitos Compulsórios;;;;;;
V;1;1604;4.5.95.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.5.95.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.5.95.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.5.95.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.96.00.00;Aplicação Direta à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012;;;;;;
V;1;1604;4.5.96.61.00;Aquisição de Imóveis;;;;;;
V;1;1604;4.5.96.67.00;Depósitos Compulsórios;;;;;;
V;1;1604;4.5.96.91.00;Sentenças Judiciais;;;;;;
V;1;1604;4.5.96.92.00;Despesas de Exercícios Anteriores;;;;;;
V;1;1604;4.5.96.93.00;Indenizações e Restituições;;;;;;
V;1;1604;4.5.96.99.00;Elemento Genérico;;;;;;
V;1;1604;4.5.99.00.00;Modalidade Genérica;;;;;;
V;1;1604;4.6.00.00.00;Amortização da Dívida;;;;;;
V;1;1604;4.6.20.00.00;Transferências à União;;;;;;
V;1;1604;4.6.22.00.00;Execução Orçamentária Delegada à União;;;;;;
V;1;1604;4.6.30.00.00;Transferências a Estados e ao Distrito Federal;;;;;;
V;1;1604;4.6.31.00.00;Transferências a Estados e ao Distrito Federal - Fundo a Fundo;;;;;;
V;1;1604;4.6.32.00.00;Execução Orçamentária Delegada a Estados e ao Distrito Federal;;;;;;
V;1;1604;4.6.35.00.00;Transferências Fundo a Fundo Aos Estados e ao Distrito Federal à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012  - Restos a Pagar Cancelados;;;;;;
V;1;1604;4.6.40.00.00;Transferências a Municípios;;;;;;
V;1;1604;4.6.41.00.00;Transferências a Municípios - Fundo a Fundo;;;;;;
V;1;1604;4.6.42.00.00;Execução Orçamentária Delegada a Municípios;;;;;;
V;1;1604;4.6.45.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012 - Restos a Pagar Cancelados;;;;;;
V;1;1604;4.6.46.00.00;Transferências Fundo a Fundo Aos Municípios à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012  - Diferença do Mínimo Não Aplicado Em Exercícios Anteriores;;;;;;
V;1;1604;4.6.50.00.00;Transferências a Instituições Privadas Sem Fins Lucrativos;;;;;;
V;1;1604;4.6.60.00.00;Transferências a Instituições Privadas Com Fins Lucrativos;;;;;;
V;1;1604;4.6.67.00.00;Execução de Contrato de Parceria Público-Privada - Ppp;;;;;;
V;1;1604;4.6.70.00.00;Transf. a Instituicoes Multigovernamentais;;;;;;
V;1;1604;4.6.71.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio;;;;;;
V;1;1604;4.6.72.00.00;Execução Orçamentária Delegada a Consórcios Públicos;;;;;;
V;1;1604;4.6.73.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Tratam Os §§ 1º e 2º do Art. 24 da Lei Complementar Nº 141, de 2012;;;;;;
V;1;1604;4.6.74.00.00;Transferências a Consórcios Públicos Mediante Contrato de Rateio à Conta de Recursos de Que Trata O Art. 25 da Lei Complementar Nº 141, de 2012;;;;;;
V;1;1604;4.6.75.00.00;Transferências a Instituições Multigovernamentais à Conta de Recursos de Que Tratam Os §§ 1o e 2o do Art. 24 da Lei Complementar No 141, de 2012;;;;;;
